customer_id,age,banked_flag,job_category,housing_type,dependents,employment_years,residence_years,loan_amount,duration_months,interest_rate,existing_monthly_obligation,average_monthly_inflow,average_monthly_outflow,emi,net_monthly_surplus,emi_coverage_ratio,loan_to_income_ratio,existing_obligation_ratio,dependent_ratio,employment_stability_score,income_variance_index,residence_stability_score,digital_behavior_score,location_type,digital_risk_score,purpose,credit_risk
CUST0597,40,1,2,2,3,12,6,9398,24,0.12,945.55,7061,3683.15,442.4,1989.9,5.5,1.33,0.13,0.13,0.62,0.26,0.66,0.52,0,0.27,0,0
CUST0598,32,1,3,2,3,6,6,23265,36,0.12,593.4,5827,3688.62,772.73,772.25,2.0,3.99,0.1,0.2,0.64,0.24,0.8,0.7,0,0.35,0,0
CUST0599,36,1,3,1,2,10,8,23934,24,0.12,619.96,7289,4088.82,1126.66,1453.56,2.29,3.28,0.09,0.11,0.63,0.14,0.7,0.63,0,0.25,0,0
CUST0600,31,1,3,1,2,11,7,14993,24,0.11,1144.73,8924,4318.33,698.79,2762.15,4.95,1.68,0.13,0.14,0.7,0.16,0.64,0.51,0,0.24,0,0
CUST0601,25,1,4,2,1,6,2,31942,36,0.11,906.38,6943,3407.27,1045.74,1583.61,2.51,4.6,0.13,0.12,0.65,0.31,0.52,0.76,0,0.37,0,0
CUST0602,31,1,3,2,1,4,4,10325,24,0.1,885.56,8395,5151.11,476.45,1881.88,4.95,1.23,0.11,0.07,0.62,0.32,0.67,0.87,0,0.32,0,0
CUST0603,29,1,3,2,1,3,4,20368,24,0.12,339.98,4616,2837.87,958.79,479.36,1.5,4.41,0.07,0.08,0.72,0.32,0.67,0.89,0,0.3,0,0
CUST0604,25,1,3,2,0,5,2,29691,36,0.11,322.45,4798,2504.33,972.05,999.17,2.03,5.0,0.07,0.0,0.71,0.31,0.54,0.79,0,0.22,0,0
CUST0605,28,1,3,2,1,5,4,23447,36,0.11,836.2,8613,5068.69,767.62,1940.49,3.53,2.72,0.1,0.09,0.73,0.17,0.49,0.81,0,0.19,0,0
CUST0606,26,1,4,2,1,4,4,30778,36,0.12,1176.66,8946,5972.17,1022.27,774.9,1.76,3.44,0.13,0.11,0.57,0.16,0.64,0.74,0,0.15,0,0
CUST0607,30,1,4,2,0,5,1,31879,36,0.13,641.45,5349,2794.18,1074.13,839.24,1.78,5.0,0.12,0.0,0.68,0.17,0.65,0.91,0,0.23,0,0
CUST0608,31,1,4,2,0,4,2,26631,36,0.11,612.16,7882,4821.71,871.86,1576.27,2.81,3.38,0.08,0.0,0.76,0.3,0.6,0.72,0,0.36,0,0
CUST0609,24,1,3,2,0,4,3,20980,24,0.13,332.06,4627,3139.72,997.43,157.79,1.16,4.53,0.07,0.0,0.77,0.18,0.6,0.89,0,0.33,0,1
CUST0610,30,1,4,2,0,5,3,26950,24,0.11,678.3,5555,2777.03,1256.08,843.59,1.67,4.85,0.12,0.0,0.67,0.26,0.63,0.89,0,0.29,0,0
CUST0611,28,1,4,2,0,2,1,10840,36,0.1,370.02,5802,3678.51,349.78,1403.69,5.01,1.87,0.06,0.0,0.69,0.24,0.67,0.83,0,0.16,0,0
CUST0612,26,1,4,2,0,3,2,19729,24,0.12,987.58,8216,4346.68,928.71,1953.03,3.1,2.4,0.12,0.0,0.73,0.28,0.6,0.77,0,0.37,0,0
CUST0613,24,1,3,2,1,6,1,13508,24,0.11,312.0,5347,3523.25,629.58,882.17,2.4,2.53,0.06,0.14,0.66,0.21,0.64,0.8,0,0.26,0,0
CUST0614,24,1,3,2,1,2,2,32522,36,0.11,1039.35,7889,4281.49,1064.73,1503.43,2.41,4.12,0.13,0.14,0.74,0.18,0.45,0.76,0,0.28,0,0
CUST0615,24,1,4,2,1,5,1,15190,36,0.13,287.52,5460,2831.39,511.81,1829.28,4.57,2.78,0.05,0.14,0.56,0.24,0.49,0.89,0,0.18,0,0
CUST0616,27,1,4,2,0,3,1,33846,24,0.11,643.78,4741,2732.31,1577.49,-212.58,0.87,5.0,0.14,0.0,0.63,0.24,0.52,0.87,0,0.26,0,1
CUST0617,32,1,3,2,1,3,2,32513,36,0.13,943.88,7776,3892.5,1095.49,1844.13,2.68,4.18,0.12,0.07,0.69,0.18,0.5,0.86,0,0.25,0,0
CUST0618,31,1,4,2,1,6,1,29899,36,0.11,666.83,7971,4730.22,978.85,1595.1,2.63,3.75,0.08,0.07,0.7,0.16,0.49,0.73,0,0.27,0,0
CUST0619,30,1,4,2,1,2,1,15895,36,0.11,497.63,6904,3570.63,520.38,2315.36,5.45,2.3,0.07,0.08,0.6,0.21,0.48,0.78,0,0.15,0,0
CUST0620,24,1,3,2,1,6,3,17623,24,0.11,701.08,7194,4318.99,821.37,1352.56,2.65,2.45,0.1,0.14,0.57,0.2,0.59,0.9,0,0.35,0,0
CUST0621,25,1,4,2,1,4,2,16459,24,0.12,1106.59,7954,4611.17,774.78,1461.46,2.89,2.07,0.14,0.12,0.65,0.17,0.49,0.79,0,0.24,0,0
CUST0622,24,1,3,2,0,5,3,14294,36,0.1,666.25,6835,4010.05,461.23,1697.47,4.68,2.09,0.1,0.0,0.63,0.15,0.56,0.89,0,0.25,0,0
CUST0623,28,1,4,2,1,5,1,28233,36,0.11,518.8,6750,3303.55,924.31,2003.34,3.17,4.18,0.08,0.09,0.78,0.23,0.6,0.9,0,0.34,0,0
CUST0624,25,1,3,2,0,2,2,13445,36,0.13,333.49,4739,2961.17,453.02,991.32,3.19,2.84,0.07,0.0,0.57,0.27,0.64,0.88,0,0.27,0,0
CUST0625,24,1,4,2,0,2,1,19970,24,0.11,597.75,4930,3044.69,930.76,356.8,1.38,4.05,0.12,0.0,0.64,0.27,0.66,0.84,0,0.18,0,1
CUST0626,29,1,4,2,1,2,2,28936,36,0.12,451.09,5712,3857.14,961.09,442.68,1.46,5.0,0.08,0.08,0.72,0.19,0.51,0.78,0,0.17,0,1
CUST0627,32,1,3,2,0,2,4,11974,24,0.1,801.97,6485,3393.13,552.54,1737.36,4.14,1.85,0.12,0.0,0.59,0.17,0.5,0.84,0,0.27,0,0
CUST0628,29,1,4,2,0,6,1,14261,24,0.13,639.93,7054,3929.89,677.99,1806.19,3.66,2.02,0.09,0.0,0.69,0.18,0.54,0.73,0,0.25,0,0
CUST0629,28,1,3,2,1,2,1,17882,24,0.13,280.53,5336,2760.88,850.14,1444.45,2.7,3.35,0.05,0.09,0.7,0.23,0.51,0.91,0,0.17,0,0
CUST0630,30,1,3,2,1,6,4,26643,36,0.1,366.76,6237,3333.79,859.69,1676.76,2.95,4.27,0.06,0.08,0.7,0.27,0.55,0.78,0,0.24,0,0
CUST0631,28,1,4,2,1,2,1,31179,24,0.13,484.17,8838,4630.37,1482.31,2241.15,2.51,3.53,0.05,0.09,0.56,0.2,0.47,0.74,0,0.2,0,0
CUST0632,30,1,4,2,0,3,3,26225,24,0.11,827.44,7710,4014.71,1222.29,1645.56,2.35,3.4,0.11,0.0,0.71,0.2,0.45,0.76,0,0.36,0,0
CUST0633,31,1,3,2,0,4,1,15460,24,0.11,956.35,7001,3997.87,720.56,1326.22,2.84,2.21,0.14,0.0,0.7,0.22,0.45,0.91,0,0.35,0,0
CUST0634,26,1,4,2,1,6,1,26000,24,0.11,236.12,4579,2239.29,1211.8,891.79,1.74,5.0,0.05,0.11,0.71,0.2,0.5,0.82,0,0.32,0,0
CUST0635,25,1,4,2,1,5,4,34078,36,0.13,498.84,5319,2826.88,1148.22,845.06,1.74,5.0,0.09,0.12,0.63,0.15,0.53,0.86,0,0.36,0,0
CUST0636,31,1,4,2,0,3,4,17217,24,0.11,553.05,5423,2636.56,802.45,1430.94,2.78,3.17,0.1,0.0,0.71,0.22,0.5,0.74,0,0.36,0,0
CUST0637,30,1,4,2,1,6,2,18693,36,0.13,471.4,5384,3005.38,629.84,1277.38,3.03,3.47,0.09,0.08,0.78,0.2,0.46,0.82,0,0.23,0,0
CUST0638,25,1,4,2,1,4,1,10273,36,0.13,895.83,8050,4100.88,346.14,2707.15,8.82,1.28,0.11,0.12,0.67,0.2,0.58,0.75,0,0.26,0,0
CUST0639,25,1,3,2,1,2,2,19273,24,0.1,613.47,6914,3741.61,889.35,1669.57,2.88,2.79,0.09,0.12,0.7,0.15,0.51,0.79,0,0.22,0,0
CUST0640,32,1,3,2,1,3,2,24157,24,0.11,772.97,5770,2806.69,1125.91,1064.43,1.95,4.19,0.13,0.07,0.61,0.27,0.54,0.8,0,0.36,0,0
CUST0641,28,1,4,2,0,6,4,32246,36,0.12,830.53,6974,3541.64,1071.03,1530.8,2.43,4.62,0.12,0.0,0.61,0.22,0.5,0.78,0,0.22,0,0
CUST0642,31,1,3,2,1,5,1,14541,36,0.12,1001.74,8971,5210.03,482.97,2276.26,5.71,1.62,0.11,0.07,0.63,0.21,0.56,0.91,0,0.26,0,0
CUST0643,32,1,4,2,0,3,3,17951,36,0.1,475.85,4716,2776.09,579.23,884.83,2.53,3.81,0.1,0.0,0.62,0.28,0.54,0.8,0,0.15,0,0
CUST0644,32,1,3,2,0,2,3,31295,24,0.11,629.78,8270,4130.7,1458.59,2050.93,2.41,3.78,0.08,0.0,0.66,0.21,0.46,0.87,0,0.31,0,0
CUST0645,24,1,3,2,1,3,2,32140,24,0.11,859.03,6179,3350.12,1497.98,471.87,1.32,5.0,0.14,0.14,0.55,0.23,0.61,0.74,0,0.15,0,1
CUST0646,25,1,3,2,0,3,1,25523,24,0.12,481.77,8758,4981.23,1201.46,2093.54,2.74,2.91,0.06,0.0,0.58,0.22,0.68,0.88,0,0.34,0,0
CUST0647,32,1,4,2,0,5,2,30846,24,0.11,724.03,6632,4269.08,1437.67,201.22,1.14,4.65,0.11,0.0,0.59,0.28,0.58,0.82,0,0.22,0,1
CUST0648,25,1,4,2,1,5,4,32860,24,0.11,540.75,8538,5487.36,1531.53,978.36,1.64,3.85,0.06,0.12,0.62,0.17,0.54,0.84,0,0.16,0,0
CUST0649,31,1,4,2,0,5,4,19073,24,0.13,615.95,4849,2674.46,906.77,651.82,1.72,3.93,0.13,0.0,0.67,0.21,0.61,0.8,0,0.16,0,0
CUST0650,26,1,4,2,1,3,3,34989,36,0.13,926.73,7382,3644.07,1178.92,1632.28,2.38,4.74,0.13,0.11,0.66,0.31,0.59,0.76,0,0.31,0,0
CUST0651,46,0,2,0,3,14,15,6823,24,0.15,500.71,3898,2625.28,330.82,441.19,2.33,1.75,0.13,0.1,0.39,0.66,0.59,0.27,1,0.41,1,1
CUST0652,51,0,2,0,3,15,12,2863,12,0.17,620.11,3151,1975.1,261.12,294.67,2.13,0.91,0.2,0.09,0.6,0.42,0.61,0.26,1,0.58,1,1
CUST0653,44,0,2,1,3,8,8,7723,18,0.15,406.82,2733,2043.67,481.8,-199.29,0.59,2.83,0.15,0.11,0.43,0.48,0.66,0.32,1,0.43,1,1
CUST0654,35,0,2,1,2,12,5,7153,24,0.13,288.37,2977,1657.14,340.07,691.42,3.03,2.4,0.1,0.11,0.38,0.63,0.69,0.47,1,0.47,1,1
CUST0655,51,0,2,0,3,6,20,6102,18,0.15,698.63,3830,2795.71,380.67,-45.01,0.88,1.59,0.18,0.09,0.57,0.53,0.71,0.47,1,0.53,1,1
CUST0656,34,0,2,0,2,4,20,3888,12,0.16,354.64,3318,2044.5,352.76,566.1,2.6,1.17,0.11,0.12,0.61,0.68,0.61,0.43,1,0.4,1,1
CUST0657,35,0,2,1,3,11,14,5270,24,0.13,221.97,2379,1640.33,250.55,266.15,2.06,2.22,0.09,0.17,0.49,0.68,0.62,0.26,1,0.47,1,1
CUST0658,38,0,2,0,2,5,11,6481,24,0.15,382.94,2021,1417.67,314.24,-93.85,0.7,3.21,0.19,0.1,0.39,0.55,0.75,0.39,1,0.54,1,1
CUST0659,54,0,2,0,2,9,7,9270,24,0.15,224.18,1344,774.0,449.47,-103.65,0.77,5.0,0.17,0.05,0.4,0.55,0.61,0.34,1,0.51,1,1
CUST0660,55,0,2,1,2,3,11,6376,24,0.17,359.35,2132,1463.38,315.24,-5.97,0.98,2.99,0.17,0.05,0.51,0.42,0.74,0.42,1,0.5,1,1
CUST0661,43,0,2,1,2,10,8,9349,24,0.18,356.17,3450,2151.22,466.74,475.87,2.02,2.71,0.1,0.08,0.48,0.42,0.61,0.4,1,0.44,1,1
CUST0662,53,0,2,1,2,14,12,8656,12,0.13,345.28,3396,1953.87,773.13,323.72,1.42,2.55,0.1,0.06,0.39,0.5,0.71,0.31,1,0.46,1,1
CUST0663,49,0,2,0,2,13,7,2625,18,0.18,465.74,2829,1672.43,167.49,523.34,4.12,0.93,0.16,0.06,0.58,0.67,0.76,0.36,1,0.46,1,1
CUST0664,41,0,2,0,3,11,13,4612,24,0.16,420.48,3458,1974.09,225.82,837.61,4.71,1.33,0.12,0.12,0.48,0.69,0.67,0.27,1,0.63,1,1
CUST0665,46,0,2,0,3,4,16,7938,12,0.13,284.79,2144,1280.01,709.0,-129.8,0.82,3.7,0.13,0.1,0.56,0.69,0.56,0.46,1,0.45,1,1
CUST0666,48,0,2,0,2,3,13,9000,24,0.15,349.15,2773,1535.6,436.38,451.87,2.04,3.25,0.13,0.06,0.49,0.47,0.64,0.41,1,0.52,1,1
CUST0667,51,0,2,1,4,3,15,9558,18,0.17,418.46,2449,1636.4,605.31,-211.17,0.65,3.9,0.17,0.12,0.46,0.65,0.66,0.36,1,0.58,1,1
CUST0668,53,0,2,1,5,14,14,9032,24,0.15,212.37,1433,952.26,437.93,-169.56,0.61,5.0,0.15,0.14,0.5,0.45,0.65,0.44,1,0.63,1,1
CUST0669,34,0,2,0,4,4,12,8318,24,0.14,106.81,1262,838.24,399.37,-82.42,0.79,5.0,0.08,0.24,0.45,0.48,0.61,0.41,1,0.59,1,1
CUST0670,30,0,2,0,4,7,10,5635,18,0.13,144.31,1709,942.98,346.26,275.45,1.8,3.3,0.08,0.31,0.47,0.59,0.69,0.35,1,0.54,1,1
CUST0671,32,0,2,0,2,10,10,4113,18,0.14,250.2,2332,1513.43,254.66,313.71,2.23,1.76,0.11,0.13,0.42,0.66,0.71,0.31,1,0.56,1,1
CUST0672,35,0,2,0,4,3,12,2498,24,0.18,268.33,3275,2440.06,124.71,441.9,4.54,0.76,0.08,0.22,0.58,0.65,0.69,0.26,1,0.44,1,1
CUST0673,33,0,2,0,2,11,7,3941,12,0.15,271.12,1517,947.02,355.71,-56.85,0.84,2.6,0.18,0.12,0.48,0.59,0.77,0.29,1,0.47,1,1
CUST0674,55,0,2,0,5,13,16,5855,18,0.16,228.32,2675,1557.02,368.02,521.64,2.42,2.19,0.09,0.13,0.6,0.67,0.56,0.4,1,0.6,1,1
CUST0675,46,0,2,0,3,9,6,7382,24,0.14,518.09,3281,2304.98,354.43,103.5,1.29,2.25,0.16,0.1,0.61,0.69,0.8,0.39,1,0.65,1,1
CUST0676,50,0,2,0,2,11,6,6973,18,0.16,406.62,3445,2253.26,438.3,346.82,1.79,2.02,0.12,0.06,0.43,0.57,0.78,0.33,1,0.6,1,1
CUST0677,41,0,2,0,4,14,8,7677,12,0.15,277.11,2145,1590.56,692.91,-415.58,0.4,3.58,0.13,0.17,0.4,0.57,0.57,0.34,1,0.51,1,1
CUST0678,37,0,2,0,3,12,9,9583,24,0.14,488.79,3038,2223.37,460.11,-134.27,0.71,3.15,0.16,0.15,0.54,0.58,0.75,0.34,1,0.41,1,1
CUST0679,43,0,2,1,5,13,11,9371,12,0.17,276.3,2924,1617.27,854.68,175.75,1.21,3.2,0.09,0.19,0.44,0.57,0.78,0.44,1,0.41,1,1
CUST0680,31,0,2,1,3,4,9,6218,24,0.18,363.53,2967,2168.44,310.43,124.6,1.4,2.1,0.12,0.21,0.48,0.57,0.73,0.28,1,0.62,1,1
CUST0681,40,0,2,1,2,4,16,9781,18,0.18,611.7,3622,2449.07,624.08,-62.85,0.9,2.7,0.17,0.09,0.48,0.63,0.73,0.43,1,0.58,1,1
CUST0682,48,0,2,1,3,3,16,7520,24,0.15,332.57,3286,2017.89,364.62,570.92,2.57,2.29,0.1,0.1,0.55,0.48,0.74,0.31,1,0.51,1,1
CUST0683,31,0,2,0,4,8,17,4609,12,0.18,678.86,3510,1959.94,422.55,448.65,2.06,1.31,0.19,0.29,0.59,0.62,0.66,0.32,1,0.62,1,1
CUST0684,40,0,2,0,4,5,8,4358,18,0.15,161.21,1607,955.73,271.87,218.19,1.8,2.71,0.1,0.17,0.61,0.48,0.7,0.28,1,0.44,1,1
CUST0685,38,0,2,1,3,11,10,2224,24,0.18,257.27,1777,1318.48,111.03,90.22,1.81,1.25,0.14,0.14,0.57,0.4,0.76,0.26,1,0.43,1,1
CUST0686,48,0,2,0,3,10,14,9520,12,0.17,278.08,2946,2161.88,868.27,-362.23,0.58,3.23,0.09,0.1,0.59,0.55,0.57,0.28,1,0.46,1,1
CUST0687,51,0,2,0,2,14,12,7958,12,0.15,189.72,1677,1092.42,718.28,-323.42,0.55,4.75,0.11,0.06,0.53,0.55,0.74,0.43,1,0.46,1,1
CUST0688,31,0,2,1,4,6,6,9775,24,0.16,447.32,2975,1782.57,478.61,266.5,1.56,3.29,0.15,0.29,0.59,0.47,0.6,0.37,1,0.51,1,1
CUST0689,35,0,2,0,3,6,7,9789,24,0.17,259.96,3234,2263.44,483.99,226.61,1.47,3.03,0.08,0.17,0.4,0.57,0.6,0.29,1,0.49,1,1
CUST0690,38,0,2,0,3,13,16,5966,24,0.16,430.64,3712,2175.28,292.11,813.97,3.79,1.61,0.12,0.14,0.44,0.49,0.67,0.45,1,0.49,1,1
CUST0691,41,0,2,0,4,4,12,2920,18,0.15,375.68,3425,2190.06,182.16,677.1,4.72,0.85,0.11,0.17,0.48,0.45,0.79,0.42,1,0.47,1,1
CUST0692,42,0,2,0,5,12,18,7629,12,0.13,182.42,1724,1040.58,681.4,-180.4,0.74,4.43,0.11,0.2,0.58,0.52,0.69,0.33,1,0.56,1,1
CUST0693,43,0,2,0,5,9,13,9474,12,0.14,338.55,2803,1949.87,850.64,-336.06,0.6,3.38,0.12,0.19,0.58,0.49,0.65,0.39,1,0.42,1,1
CUST0694,36,0,2,1,4,5,5,9784,24,0.13,653.11,3761,2353.78,465.15,288.96,1.62,2.6,0.17,0.21,0.46,0.51,0.74,0.27,1,0.39,1,1
CUST0695,36,0,2,1,3,11,17,9042,24,0.14,507.83,2683,1905.62,434.13,-164.58,0.62,3.37,0.19,0.16,0.46,0.46,0.73,0.49,1,0.39,1,1
CUST0696,30,0,2,1,5,15,20,2346,12,0.14,522.82,3356,1862.07,210.64,760.47,4.61,0.7,0.16,0.38,0.55,0.41,0.74,0.45,1,0.48,1,1
CUST0697,42,0,2,0,2,4,7,6132,24,0.17,143.16,1737,1209.87,303.18,80.79,1.27,3.53,0.08,0.08,0.56,0.56,0.78,0.27,1,0.54,1,1
CUST0698,42,0,2,0,4,9,5,4475,18,0.15,391.64,1995,1137.02,279.17,187.17,1.67,2.24,0.2,0.16,0.52,0.51,0.66,0.31,1,0.49,1,1
CUST0699,38,0,2,0,3,9,5,6071,24,0.15,462.83,3179,1985.44,294.36,436.37,2.48,1.91,0.15,0.14,0.41,0.47,0.79,0.35,1,0.44,1,1
CUST0700,41,0,2,1,4,8,9,8632,24,0.18,316.18,3152,1793.73,430.94,611.15,2.42,2.74,0.1,0.17,0.59,0.55,0.61,0.29,1,0.55,1,1
CUST0701,40,0,1,2,3,4,2,5373,18,0.17,613.04,3943,3273.39,340.27,-283.7,0.17,1.36,0.16,0.13,0.41,0.51,0.42,0.45,0,0.44,0,1
CUST0702,42,1,1,2,5,6,1,4636,18,0.17,1059.71,3801,2936.64,293.6,-488.95,0.0,1.22,0.28,0.2,0.48,0.37,0.24,0.57,0,0.48,0,1
CUST0703,25,0,1,2,4,2,2,2931,12,0.18,600.79,2463,1894.38,268.71,-300.88,0.0,1.19,0.24,0.5,0.37,0.39,0.42,0.49,0,0.38,0,1
CUST0704,28,1,1,2,5,5,2,7038,18,0.16,693.42,3583,2543.47,442.38,-96.27,0.78,1.96,0.19,0.45,0.41,0.57,0.44,0.48,0,0.54,0,1
CUST0705,40,0,1,2,5,6,3,3108,12,0.16,559.69,3695,3064.24,281.99,-210.92,0.25,0.84,0.15,0.22,0.35,0.39,0.24,0.64,0,0.46,0,1
CUST0706,31,0,1,2,6,3,1,2500,24,0.16,529.92,2616,1852.55,122.41,111.12,1.91,0.96,0.2,0.43,0.38,0.41,0.36,0.63,0,0.45,0,1
CUST0707,38,1,1,2,5,5,2,4086,24,0.16,677.68,4193,3348.89,200.06,-33.63,0.83,0.97,0.16,0.24,0.29,0.55,0.28,0.45,0,0.41,0,1
CUST0708,41,1,1,2,5,6,3,7476,18,0.14,622.32,3368,2291.86,462.88,-9.06,0.98,2.22,0.18,0.21,0.3,0.6,0.36,0.42,0,0.51,0,1
CUST0709,25,0,1,2,3,2,3,5601,18,0.17,703.08,3124,2308.25,354.71,-242.04,0.32,1.79,0.23,0.38,0.28,0.5,0.31,0.48,0,0.51,0,1
CUST0710,34,1,1,2,3,5,1,3360,24,0.18,1086.81,3938,3182.07,167.74,-498.62,0.0,0.85,0.28,0.18,0.38,0.48,0.4,0.57,0,0.53,0,1
CUST0711,38,0,1,2,3,3,2,7488,18,0.17,754.78,3226,2317.82,474.22,-320.82,0.32,2.32,0.23,0.14,0.48,0.6,0.31,0.43,0,0.58,0,1
CUST0712,25,1,1,2,5,5,1,2045,24,0.15,534.27,2602,1813.44,99.16,155.13,2.56,0.79,0.21,0.62,0.31,0.6,0.36,0.39,0,0.45,0,1
CUST0713,40,0,1,2,5,3,3,2468,24,0.18,992.03,3431,2866.17,123.21,-550.41,0.0,0.72,0.29,0.22,0.48,0.52,0.33,0.51,0,0.62,0,1
CUST0714,42,0,1,2,5,1,3,7843,12,0.17,617.75,2225,1583.85,715.32,-691.92,0.03,3.52,0.28,0.2,0.27,0.58,0.25,0.5,0,0.57,0,1
CUST0715,35,1,1,2,4,6,3,2136,18,0.18,434.24,2199,1831.07,136.29,-202.6,0.0,0.97,0.2,0.22,0.41,0.59,0.35,0.63,0,0.52,0,1
CUST0716,37,0,1,2,3,2,3,3208,24,0.15,549.15,3505,2492.28,155.55,308.02,2.98,0.92,0.16,0.15,0.39,0.54,0.31,0.55,0,0.61,0,1
CUST0717,25,1,1,2,5,1,2,5819,24,0.18,890.05,3074,2137.96,290.51,-244.52,0.16,1.89,0.29,0.62,0.27,0.6,0.26,0.4,0,0.47,0,1
CUST0718,25,0,1,2,4,6,2,5771,12,0.18,489.05,2493,2118.51,529.09,-643.65,0.0,2.31,0.2,0.5,0.41,0.6,0.42,0.58,0,0.58,0,1
CUST0719,34,1,1,2,5,2,2,3150,24,0.15,359.68,2018,1454.32,152.73,51.27,1.34,1.56,0.18,0.29,0.45,0.4,0.29,0.57,0,0.45,0,1
CUST0720,40,1,1,2,5,6,3,5683,24,0.17,951.63,3254,2312.57,280.98,-291.18,0.0,1.75,0.29,0.22,0.38,0.39,0.35,0.65,0,0.5,0,1
CUST0721,34,1,1,2,5,1,3,3726,18,0.14,763.67,2649,1925.7,230.7,-271.07,0.0,1.41,0.29,0.29,0.37,0.52,0.33,0.51,0,0.47,0,1
CUST0722,37,1,1,2,3,6,2,2064,12,0.16,479.04,1938,1434.6,187.27,-162.91,0.13,1.07,0.25,0.15,0.27,0.6,0.29,0.51,0,0.43,0,1
CUST0723,25,1,1,2,6,6,2,5879,12,0.15,722.05,3598,2688.35,530.63,-343.03,0.35,1.63,0.2,0.75,0.41,0.43,0.44,0.62,0,0.59,0,1
CUST0724,41,1,1,2,6,3,3,5282,24,0.13,646.2,2241,1730.49,251.12,-386.81,0.0,2.36,0.29,0.25,0.45,0.61,0.44,0.43,0,0.64,0,1
CUST0725,29,1,1,2,3,1,2,3158,18,0.16,350.09,2332,1655.16,198.5,128.25,1.65,1.35,0.15,0.25,0.28,0.59,0.29,0.4,0,0.44,0,1
CUST0726,31,0,1,2,4,2,3,6549,18,0.13,591.97,3588,2542.74,402.42,50.87,1.13,1.83,0.16,0.29,0.38,0.46,0.27,0.51,0,0.48,0,1
CUST0727,39,0,1,2,6,2,2,3093,18,0.18,762.67,2794,2351.55,197.35,-517.57,0.0,1.11,0.27,0.27,0.42,0.46,0.31,0.4,0,0.51,0,1
CUST0728,25,0,1,2,4,3,2,4784,24,0.18,711.53,2708,2139.05,238.84,-381.42,0.0,1.77,0.26,0.5,0.46,0.52,0.25,0.43,0,0.44,0,1
CUST0729,38,1,1,2,6,6,1,5487,12,0.15,595.56,2180,1634.19,495.25,-545.0,0.0,2.52,0.27,0.29,0.26,0.61,0.32,0.42,0,0.56,0,1
CUST0730,28,0,1,2,5,6,3,2830,24,0.18,562.39,3704,3054.46,141.29,-54.14,0.62,0.76,0.15,0.45,0.32,0.51,0.31,0.5,0,0.51,0,1
CUST0731,37,0,1,2,5,4,2,7194,12,0.17,767.92,3530,2910.26,656.13,-804.31,0.0,2.04,0.22,0.25,0.34,0.48,0.3,0.52,0,0.48,0,1
CUST0732,30,1,1,2,3,2,1,4761,24,0.17,961.53,3536,2530.26,235.39,-191.18,0.19,1.35,0.27,0.23,0.42,0.47,0.23,0.46,0,0.41,0,1
CUST0733,40,1,1,2,3,5,3,5025,18,0.16,976.62,3685,2953.53,315.85,-561.0,0.0,1.36,0.27,0.13,0.26,0.42,0.29,0.49,0,0.5,0,1
CUST0734,34,0,1,2,5,6,1,6352,24,0.15,447.83,1945,1383.95,307.99,-194.77,0.37,3.27,0.23,0.29,0.28,0.39,0.33,0.62,0,0.47,0,1
CUST0735,39,1,1,2,3,1,2,5053,12,0.14,687.64,2799,2395.47,453.69,-737.8,0.0,1.81,0.25,0.14,0.45,0.45,0.45,0.4,0,0.63,0,1
CUST0736,34,1,1,2,3,2,3,4104,24,0.17,972.61,3530,2961.41,202.91,-606.93,0.0,1.16,0.28,0.18,0.35,0.38,0.26,0.45,0,0.46,0,1
CUST0737,41,0,1,2,3,3,3,5874,12,0.18,1050.22,4008,3040.67,538.53,-621.42,0.0,1.47,0.26,0.12,0.43,0.42,0.37,0.54,0,0.63,0,1
CUST0738,34,0,1,2,6,2,1,5394,24,0.14,699.44,2916,2123.05,258.98,-165.47,0.36,1.85,0.24,0.35,0.47,0.44,0.27,0.38,0,0.47,0,1
CUST0739,27,1,1,2,6,6,3,4693,24,0.15,452.31,2978,2523.49,227.55,-225.35,0.01,1.58,0.15,0.6,0.33,0.44,0.32,0.5,0,0.58,0,1
CUST0740,31,0,1,2,6,3,2,2264,24,0.18,973.94,3980,3399.68,113.03,-506.65,0.0,0.57,0.24,0.43,0.38,0.44,0.27,0.65,0,0.48,0,1
CUST0741,34,1,1,2,6,1,1,7118,24,0.14,663.73,3091,2297.52,341.76,-212.01,0.38,2.3,0.21,0.35,0.48,0.36,0.44,0.53,0,0.51,0,1
CUST0742,32,0,1,2,6,5,1,2794,18,0.14,786.24,3337,2865.09,172.99,-487.32,0.0,0.84,0.24,0.4,0.29,0.39,0.4,0.58,0,0.49,0,1
CUST0743,38,0,1,2,6,5,2,4616,18,0.17,820.06,3241,2591.38,292.33,-462.77,0.0,1.42,0.25,0.29,0.4,0.52,0.34,0.52,0,0.44,0,1
CUST0744,37,1,1,2,5,4,1,3455,18,0.15,765.61,3826,2968.52,215.54,-123.67,0.43,0.9,0.2,0.25,0.36,0.4,0.43,0.48,0,0.56,0,1
CUST0745,38,0,1,2,3,5,1,3135,24,0.17,834.97,3480,2992.12,155.0,-502.09,0.0,0.9,0.24,0.14,0.42,0.61,0.29,0.45,0,0.53,0,1
CUST0746,40,1,1,2,3,6,3,7358,18,0.16,602.83,2172,1814.53,462.5,-707.86,0.0,3.39,0.28,0.13,0.29,0.45,0.42,0.43,0,0.63,0,1
